index,EN,PT
5750,I owe you $30.,Eu te devo trinta dólares.
5751,I owe you one.,Te devo uma.
5752,I own a horse.,Eu possuo um cavalo.
5753,I own a yacht.,Eu tenho um iate.
5754,I play tennis.,Eu jogo tênis.
5755,I play violin.,Eu toco violino.
5756,I prefer dogs.,Eu prefiro cães.
5757,I put it back.,Eu coloquei de volta.
5758,I put it back.,Eu o coloquei de volta.
5759,I read a book.,Eu li um livro.
5760,I read a book.,Li um livro.
5761,I remember it.,Eu me lembro.
5762,I remember it.,Me lembro.
5763,I rescheduled.,Eu remarquei.
5764,I rescheduled.,Remarquei.
5765,I respect you.,Eu te respeito.
5766,I run a motel.,Eu administro um motel.
5767,I said I'd go.,Eu disse que iria.
5768,I said I'd go.,Eu disse que eu iria.
5769,I said enough.,Disse o bastante.
5770,I said get up!,Eu disse: levante-se!
5771,I said get up!,Eu disse para você levantar!
5772,I said get up!,Eu disse para vocês levantarem!
5773,I said thanks.,Eu disse obrigado.
5774,I said thanks.,Eu agradeci.
5775,I sang a song.,Eu cantei uma música.
5776,I saw Tom die.,Eu vi o Tom morrer.
5777,I saw a ghost.,Eu vi um fantasma.
5778,I saw a plane.,Vi um avião.
5779,I saw a plane.,Eu vi um avião.
5780,I saw a snake.,Eu vi uma cobra.
5781,I saw nothing.,Eu não vi nada.
5782,I saw someone.,Eu vi alguém.
5783,I saw the cat.,Eu vi o gato.
5784,I saw the dog.,Eu vi o cachorro.
5785,I say it's OK.,Eu disse que está bem.
5786,I say it's OK.,Eu digo que está bem.
5787,I say it's OK.,Disse que está bem.
5788,I say it's OK.,Digo que está bem.
5789,I see a crown.,Vejo uma coroa.
5790,I see a crown.,Estou vendo uma coroa.
5791,I see a house.,Estou vendo uma casa.
5792,I see a house.,Eu vejo uma casa.
5793,I see a house.,Vejo uma casa.
5794,I see a light.,Vejo uma luz.
5795,I see a queen.,Vejo uma rainha.
5796,I see a queen.,Estou vendo uma rainha.
5797,I see my ship.,Vejo o meu navio.
5798,I see someone.,Eu vejo alguém.
5799,I see the bus.,Eu vejo o ônibus.
5800,I see the bus.,Vejo o ônibus.
5801,I see the dog.,Eu vejo o cão.
5802,I sell coffee.,Eu vendo café.
5803,I sell coffee.,Vendo café.
5804,I should quit.,Eu deveria parar.
5805,I should quit.,Eu deveria sair.
5806,I should quit.,Eu deveria desistir.
5807,I should sing.,Eu deveria cantar.
5808,I slept a lot.,Eu dormi muito.
5809,I sold a book.,Eu vendi um livro.
5810,I stabbed Tom.,Eu apunhalei Tom.
5811,I stayed calm.,Eu fiquei calmo.
5812,I stayed calm.,Fiquei calmo.
5813,I sweat a lot.,Eu suo muito.
5814,I thanked Tom.,Agradeci ao Tom.
5815,I think I can.,Eu acho que posso.
5816,I took a bath.,Eu tomei um banho.
5817,I took a walk.,Eu dei uma caminhada.
5818,I took a walk.,Eu dei uma volta.
5819,I tried again.,Eu tentei de novo.
5820,I tried again.,Eu tentei novamente.
5821,I trusted you.,Eu confiei em você.
5822,I use Firefox.,Eu uso o Firefox.
5823,I use Twitter.,Eu uso Twitter.
5824,I visited Tom.,Eu visitei Tom.
5825,I volunteered.,Eu me voluntariei.
5826,I volunteered.,Me voluntariei.
5827,I walked here.,Caminhei aqui.
5828,I want a bath.,Eu quero um banho.
5829,I want a beer.,Eu quero uma cerveja.
5830,I want a book.,Quero um livro.
5831,I want a book.,Eu quero um livro.
5832,I want a cake.,Eu quero um bolo.
5833,I want a pony.,Eu quero um pônei.
5834,I want a pony.,Quero um pônei.
5835,I want coffee.,Quero café.
5836,I want it now.,Eu quero isso agora.
5837,I want to die.,Eu quero morrer.
5838,I want to eat.,Quero comer.
5839,I want to eat.,Eu quero comer.
5840,I want to win.,Eu quero ganhar.
5841,I want to win.,Quero vencer.
5842,I wanted more.,Eu queria mais.
5843,I was anxious.,Eu estava ansioso.
5844,I was anxious.,Eu estava ansiosa.
5845,I was at home.,Eu estava em casa.
5846,I was careful.,Eu tive cuidado.
5847,I was correct.,Eu estava correto.
5848,I was curious.,Eu estava curioso.
5849,I was dancing.,Eu estava dançando.
5850,I was drugged.,Eu estava drogado.
5851,I was drugged.,Eu estava drogada.
5852,I was furious.,Eu estava furioso.
5853,I was hunting.,Eu estava caçando.
5854,I was in love.,Eu estava apaixonado.
5855,I was in pain.,Eu estava com dor.
5856,I was injured.,Eu estava machucado.
5857,I was injured.,Estava machucado.
5858,I was invited.,Eu fui convidado.
5859,I was jealous.,Eu estava com ciúmes.
5860,I was kidding.,Eu estava brincando.
5861,I was outside.,Eu estava lá fora.
5862,I was outside.,Estava lá fora.
5863,I was praying.,Eu estava rezando.
5864,I was puzzled.,Eu fiquei intrigado.
5865,I was reading.,Eu estava lendo.
5866,I was relaxed.,Eu estava relaxado.
5867,I was running.,Eu estava correndo.
5868,I was shocked.,Eu fiquei chocado.
5869,I was shocked.,Eu fiquei chocada.
5870,I was singing.,Eu estava cantando.
5871,I was singing.,Eu cantava.
5872,I was thirsty.,Eu estava com sede.
5873,I was too shy.,Eu era muito tímido.
5874,I was unarmed.,Eu estava desarmado.
5875,I was worried.,Eu estava preocupado.
5876,I wasn't busy.,Eu não estava ocupado.
5877,I wasn't home.,Eu não estava em casa.
5878,I wasn't hurt.,Eu não me machuquei.
5879,I wasn't hurt.,Não me machuquei.
5880,I wasn't lost.,Eu não estava perdido.
5881,I wasn't sick.,Eu não estava doente.
5882,I wasn't sure.,Eu não tinha certeza.
5883,I wasn't told.,Não me disseram.
5884,I wasn't told.,Não me contaram.
5885,I went aboard.,Eu embarquei.
5886,I went by car.,Eu fui de carro.
5887,I went hiking.,Eu fui fazer trilha.
5888,I went inside.,Eu entrei.
5889,I went skiing.,Eu fui esquiar.
5890,I will remain.,Eu vou ficar.
5891,I will return.,Eu voltarei.
5892,I will return.,Eu vou voltar.
5893,I wish I knew.,Desejava ter sabido.
5894,I woke Tom up.,Eu acordei o Tom.
5895,I won the bet.,Eu ganhei a aposta.
5896,I won't dance.,Eu não vou dançar.
5897,I won't do it.,Eu não vou fazer isso.
5898,I won't do it.,Eu não irei fazer isso.
5899,I won't do it.,Eu não farei isso.
5900,I won't do it.,Não vou fazer isso.
5901,I won't do it.,Não irei fazer isso.
5902,I won't do it.,Não farei isso.
5903,I won't laugh.,Eu não vou rir.
5904,I won't leave.,Eu não irei embora.
5905,I won't leave.,Não vou embora!
5906,I wore a mask.,Eu usei uma máscara.
5907,I wore a mask.,Eu estava usando uma máscara.
5908,I work nights.,Trabalho de noite.
5909,I write poems.,Eu escrevo poemas.
5910,I'd better go.,É melhor eu ir.
5911,I'd like that.,Gostaria disso.
5912,I'd like that.,Eu gostaria.
5913,I'd like that.,Gostaria.
5914,I'd like that.,Eu gostaria disso.
5915,I'd trust Tom.,Eu confiaria em Tom.
5916,I'd trust Tom.,Confiaria em Tom.
5917,I'll be brief.,Serei breve.
5918,I'll be going.,Eu estarei indo.
5919,I'll be going.,Estarei indo.
5920,I'll be ready.,Estarei pronto.
5921,I'll be there.,Eu estarei lá.
5922,I'll be there.,Estarei lá
5923,I'll buy that.,Comprarei isso.
5924,I'll call Tom.,Eu vou ligar para o Tom.
5925,I'll call Tom.,Vou ligar para o Tom.
5926,I'll call you.,Eu vou te ligar.
5927,I'll check it.,Vou ver.
5928,I'll eat fish.,Vou comer peixe.
5929,I'll eat here.,Eu comerei aqui.
5930,I'll eat here.,Eu vou comer aqui.
5931,I'll find Tom.,Eu encontrarei o Tom.
5932,I'll fix that.,Vou consertar isso.
5933,I'll go ahead.,Eu irei em frente.
5934,I'll go check.,Eu vou lá checar.
5935,I'll go first.,Eu vou primeiro.
5936,I'll go there.,Eu irei lá.
5937,I'll go there.,Eu irei aí.
5938,I'll help Tom.,Eu ajudarei o Tom.
5939,I'll help Tom.,Irei ajudar o Tom.
5940,I'll help you.,Eu te ajudarei.
5941,I'll help you.,Eu vou ajudar vocês.
5942,I'll kill him.,Eu vou matá-lo.
5943,I'll kill him.,Eu o matarei.
5944,I'll kill you.,Eu vou te matar.
5945,I'll make tea.,Farei um chá.
5946,I'll make tea.,Eu irei fazer um chá.
5947,I'll miss Tom.,Eu sentirei saudades do Tom.
5948,I'll miss Tom.,Eu vou sentir falta do Tom.
5949,I'll miss you.,Sentirei saudades de você.
5950,I'll miss you.,Sentirei saudade.
5951,I'll miss you.,Vou sentir saudade de você.
5952,I'll save Tom.,Eu vou salvar o Tom.
5953,I'll show you.,Eu vou te mostrar.
5954,I'll show you.,Vou te mostrar.
5955,I'll take him.,Eu o levarei.
5956,I'll tell Tom.,Eu vou contar para o Tom.
5957,I'll tell Tom.,Vou contar para o Tom.
5958,I'll tell you.,Eu vou te dizer.
5959,I'll tell you.,Eu lhe direi.
5960,I'll warn Tom.,Eu vou avisar ao Tom.
5961,I'll watch TV.,Vou assistir TV.
5962,I'll watch it.,Assistirei a ele.
5963,I'm Tom's dad.,Eu sou o pai do Tom.
5964,I'm Tom's mom.,Sou a mãe de Tom.
5965,I'm Tom's son.,Sou o filho do Tom.
5966,I'm Tom's son.,Eu sou o filho do Tom.
5967,I'm a bit shy.,Sou um pouco tímido.
5968,I'm a blogger.,Eu sou blogueiro.
5969,I'm a man now.,Sou um homem agora.
5970,I'm a painter.,Sou pintor.
5971,I'm a patient.,Eu sou um paciente.
5972,I'm a skeptic.,Eu sou cético.
5973,I'm a student.,Eu sou estudante.
5974,I'm a student.,Eu estou um aluno.
5975,I'm a suspect.,Eu sou um suspeito.
5976,I'm a teacher.,Eu sou professora.
5977,I'm a tourist.,Sou um turista.
5978,I'm a tourist.,Sou turista.
5979,I'm a tourist.,Eu sou um turista.
5980,I'm a widower.,Eu sou viúvo.
5981,I'm afraid so.,Eu temo que sim.
5982,I'm all right.,Estou bem.
5983,I'm all right.,Estou legal.
5984,I'm alone now.,Eu sou sozinho agora.
5985,I'm alone now.,Eu estou sozinha agora.
5986,I'm alone now.,Estou sozinho agora.
5987,I'm an artist.,Sou um artista.
5988,I'm an artist.,Eu sou um artista.
5989,I'm an intern.,Sou estagiário.
5990,I'm an intern.,Sou estagiária.
5991,I'm an orphan.,Eu sou órfão.
5992,I'm at school.,Eu estou na escola.
5993,I'm attentive.,Estou atento.
5994,I'm attentive.,Estou atenta.
5995,I'm available.,Estou disponível.
5996,I'm beautiful.,Eu sou belo.
5997,I'm beautiful.,Eu sou bela.
5998,I'm bilingual.,Sou bilíngue.
5999,I'm busy here.,Estou ocupado aqui.
6000,"I'm busy, Tom.","Estou ocupado, Tom."
6001,"I'm busy, Tom.","Estou ocupada, Tom."
6002,"I'm busy, too.",Eu também estou ocupado.
6003,I'm by myself.,Estou sozinho.
6004,I'm by myself.,Estou sozinha.
6005,I'm concerned.,Estou preocupada.
6006,I'm confident.,Estou confiante.
6007,I'm convinced.,Estou convencido.
6008,I'm convinced.,Estou convencida.
6009,I'm depressed.,Estou deprimido.
6010,I'm depressed.,Estou deprimida.
6011,I'm desperate.,Estou desesperado.
6012,I'm desperate.,Eu estou desesperado.
6013,I'm different.,Sou diferente.
6014,I'm different.,Eu sou diferente.
6015,I'm different.,Estou diferente.
6016,I'm down here.,Estou aqui embaixo.
6017,I'm easygoing.,Eu sou tranquilo.
6018,I'm efficient.,Eu sou eficiente.
6019,I'm exhausted.,Estou exausto.
6020,I'm exhausted.,Eu estou morto.
6021,I'm exhausted.,Eu estou exausta.
6022,I'm exhausted.,Estou esgotado.
6023,I'm exhausted.,Estou de rastos!
6024,I'm flustered.,Estou confuso.
6025,I'm flustered.,Eu estou confuso.
6026,I'm from here.,Eu sou daqui.
6027,"I'm here, too.",Eu também estou aqui.
6028,"I'm home, Mom!","Cheguei, mãe!"
6029,"I'm home, Tom.","Cheguei, Tom."
6030,I'm hung over.,Estou com náuseas.
6031,I'm impressed.,Estou impressionado.
6032,I'm impulsive.,Sou impulsivo.
6033,I'm in Boston.,Eu estou em Boston.
6034,I'm in Boston.,Estou em Boston.
6035,I'm in charge.,Eu estou no comando.
6036,I'm in charge.,Estou no comando.
6037,I'm in my car.,Estou no meu carro.
6038,I'm in school.,Eu estou na escola.
6039,I'm just lazy.,Só estou com preguiça.
6040,I'm motivated.,Estou motivado.
6041,I'm motivated.,Eu estou motivado.
6042,I'm no expert.,Não sou muito entendido.
6043,I'm not alone.,Eu não estou sozinho.
6044,I'm not alone.,Não estou sozinho.
6045,I'm not angry!,Eu não estou zangado!
6046,I'm not angry.,Eu não estou brava.
6047,I'm not angry.,Eu não estou zangado!
6048,I'm not angry.,Eu não estou bravo.
6049,I'm not blind.,Não estou cego.
6050,I'm not blind.,Eu não sou cego.
6051,I'm not blind.,Eu não sou cega.
6052,I'm not blind.,Não sou cego.
6053,I'm not blind.,Não sou cega.
6054,I'm not bossy.,Não sou mandão.
6055,I'm not bossy.,Eu não sou mandão.
6056,I'm not brave.,Não sou corajoso.
6057,I'm not crazy.,Não estou louco.
6058,I'm not crazy.,Não sou louco.
6059,I'm not crazy.,Eu não sou louco.
6060,I'm not drunk.,Eu não estou bêbado.
6061,I'm not drunk.,Eu não estou bêbada.
6062,I'm not dying.,Eu não estou morrendo.
6063,I'm not dying.,Não estou morrendo.
6064,I'm not fussy.,Não sou exigente.
6065,I'm not fussy.,Eu não sou exigente.
6066,I'm not going.,Não irei.
6067,I'm not going.,Eu não irei.
6068,I'm not going.,Não vou.
6069,I'm not going.,Eu não vou.
6070,I'm not happy.,Eu não sou feliz.
6071,I'm not happy.,Eu não estou feliz.
6072,I'm not lucky.,Não sou sortudo.
6073,I'm not lying.,Eu não estou mentindo.
6074,I'm not naive.,Não sou ingênuo.
6075,I'm not naked.,Eu não estou nu.
6076,I'm not obese.,Não sou obeso.
6077,I'm not obese.,Não estou obeso.
6078,I'm not proud.,Não estou orgulhoso.
6079,I'm not proud.,Não estou orgulhosa.
6080,I'm not ready.,Eu não estou pronto.
6081,I'm not short.,Não sou baixo.
6082,I'm not short.,Eu não sou baixo.
6083,I'm not smart.,Eu não sou inteligente.
6084,I'm not tired.,Não estou cansado.
6085,I'm not upset.,Não estou chateado.
6086,I'm not wrong.,Eu não estou errado.
6087,I'm not young.,Não sou jovem.
6088,I'm not young.,Eu não sou jovem.
6089,I'm objective.,Eu sou objetivo.
6090,I'm on a diet.,Estou de dieta.
6091,I'm on my way.,Estou a caminho.
6092,I'm on parole.,Estou em liberdade condicional.
6093,I'm organized.,Eu sou organizado.
6094,I'm organized.,Sou organizado.
6095,I'm over here.,Estou aqui.
6096,I'm paralyzed.,Estou paralisado.
6097,I'm perplexed.,Estou atrapalhado.
6098,I'm realistic.,Eu sou realista.
6099,I'm resigning.,Estou renunciando.
6100,I'm satisfied.,Estou satisfeito.
6101,I'm saying no.,Estou dizendo que não.
6102,I'm shivering.,Estou tremendo.
6103,I'm so hungry.,Estou com muita fome.
6104,I'm so hungry.,Eu estou com muita fome.
6105,I'm still mad.,Ainda estou bravo.
6106,I'm surprised.,Estou surpreso.
6107,I'm surprised.,Eu estou surpreso.
6108,I'm surviving.,Eu estou sobrevivendo.
6109,I'm terrified.,Estou apavorado.
6110,I'm tired now.,Agora estou cansado.
6111,I'm too tired.,Estou muito cansado.
6112,I'm unmarried.,Eu sou solteiro.
6113,I'm unmarried.,Eu sou solteira.
6114,I'm unmarried.,Sou solteiro.
6115,I'm unmarried.,Estou solteiro.
6116,I'm unmarried.,Não sou casada.
6117,I'm very busy.,Estou muito ocupado.
6118,I'm very cold.,Estou com muito frio.
6119,I'm very lazy.,Sou muito preguiçoso.
6120,I'm very poor.,Eu sou muito pobre.
6121,I'm very sick.,Estou muito doente.
6122,I'm very sick.,Estou muito enfermo.
6123,I'm very sick.,Estou muito mal.
6124,I'm well paid.,Eu ganho bem.
6125,I've found it.,Eu o encontrei!
6126,I've got time.,Eu tenho tempo.
6127,I've returned.,Voltei.
6128,I've returned.,Eu voltei.
6129,Is Tom asleep?,O Tom está dormindo?
6130,Is Tom eating?,Tom está comendo?
6131,Is Tom famous?,Tom é famoso?
6132,Is Tom guilty?,Tom é culpado?
6133,Is Tom single?,Tom está solteiro?
6134,Is he at home?,Ele está em casa?
6135,Is he looking?,Ele está olhando?
6136,Is it a llama?,É uma lhama?
6137,Is it damaged?,Está danificado?
6138,Is it damaged?,Está danificada?
6139,Is it my turn?,É a minha vez?
6140,Is it raining?,Está chovendo?
6141,Is it serious?,É grave?
6142,Is it serious?,É sério?
6143,Is it too big?,É grande demais?
6144,Is that Tom's?,Isso é do Tom?
6145,Is that a bat?,Aquilo é um morcego?
6146,Is that a bat?,Isso é um morcego?
6147,Is that a bat?,É um morcego?
6148,Is that a bat?,Aquilo ali é um morcego?
6149,Is that a cat?,Aquilo é um gato?
6150,Is that a dog?,Aquilo é um cachorro?
6151,Is that a wig?,Aquilo é uma peruca?
6152,Is that clear?,Está claro isso?
6153,Is that sweet?,Isso é doce?
6154,Is that weird?,Isso é estranho?
6155,Is that wrong?,Está errado?
6156,Is that yours?,Isso é seu?
6157,Is that yours?,Isso aqui é seu?
6158,Is there more?,Há mais?
6159,Is this Tom's?,Isso é do Tom?
6160,Is this Tom's?,Isso aqui é do Tom?
6161,Is this a gag?,Isto é uma mordaça?
6162,Is this legal?,Isto é legal?
6163,Is this yours?,Isso é seu?
6164,Isn't it flat?,Não é plana?
6165,Isn't it flat?,Não é plano?
6166,Isn't it nice?,Isso não é legal?
6167,Isn't it nice?,Isto não é legal?
6168,Isn't it true?,Não é verdade?
6169,It gets worse.,Piora.
6170,It had snowed.,Tinha nevado.
6171,It had snowed.,Nevara.
6172,It had snowed.,Havia nevado.
6173,It has a leak.,Tem uma falha.
6174,It hurts here.,Dói-me aqui.
6175,It hurts here.,Estou com dor aqui.
6176,It is similar.,É parecida.
6177,It is too hot.,Está quente demais.
6178,It is too hot.,Está muito quente.
6179,It isn't easy.,Não é fácil.
6180,It isn't easy.,Não está fácil.
6181,It isn't fair.,Isso não é justo.
6182,It isn't fair.,Não é justo.
6183,It isn't mine.,Não é meu.
6184,It isn't real.,Não é real.
6185,It isn't safe.,Não é seguro.
6186,It isn't true.,Não é verdade.
6187,It looks good.,Parece bom.
6188,It looks good.,Parece boa.
6189,It might help.,Isso pode ajudar.
6190,It seems easy.,Parece fácil.
6191,It takes time.,Leva tempo.
6192,It was a fake.,Era uma falsificação.
6193,It was a game.,Era um jogo.
6194,It was a gift.,Era um presente.
6195,It was a gift.,Foi um presente.
6196,It was a hoax.,Isso foi uma farsa.
6197,It was a joke.,Foi uma brincadeira.
6198,It was a trap.,Era uma armadilha.
6199,It was boring.,Foi chato.
6200,It was broken.,Estava quebrado.
6201,It was broken.,Estava quebrada.
6202,It was broken.,Quebrou-se.
6203,It was chilly.,Estava frio.
6204,It was cloudy.,Estava nublado.
6205,It was locked.,Foi trancado.
6206,It was lovely.,Era adorável.
6207,It was lovely.,Foi adorável.
6208,It was pretty.,Foi bonito.
6209,It was pretty.,Isso foi bonito.
6210,It was simple.,Era simples.
6211,It was simple.,Foi simples.
6212,It was spooky.,Foi assustador.
6213,It was stupid.,Foi estúpido.
6214,It was tragic.,Foi trágico.
6215,It was urgent.,Era urgente.
6216,It wasn't Tom.,Não era o Tom.
6217,It wasn't him.,Não foi ele.
6218,It wasn't his.,Não era dele.
6219,It went viral.,Viralizou.
6220,It won't hurt.,Não vai doer.
6221,It won't open.,Não vai abrir.
6222,It won't work.,Isso não vai funcionar.
6223,It won't work.,Isso não funcionará.
